Company,Category,City,State,Country,"OUTSIDE 
USA",Website,LinkedIn,Crunchbase,Employees,"Year 
Founded",AKA/DBA,Name Variants,Acquired By,Original Categories,Source Sheets,# Sheets,Notes,REVIEW,Description,city_clean,state_clean,description,confidence,needs_review,scrape_status
ARC Clean Energy,Energy & Climate,Washington,DC,USA,,https://www.arcenergy.co,https://www.linkedin.com/company/arc-clean-energy/,https://www.crunchbase.com/organization/arc-clean-energy,15,,ARC Clean Technology,,,"Clean Energy, CleanTech, Energy, Sustainability",ALL COMPANIES MERGED ,1,,,"ARC Clean Energy develops and deploys the ARC-100, a 100MW advanced small modular nuclear reactor (SMR) based on sodium-cooled fast reactor technology, targeting applications including grid power, AI data centers, industrial heat, and clean fuels production in North America and beyond.",Washington,DC,"ARC Clean Energy develops and deploys the ARC-100, a 100MW advanced small modular nuclear reactor (SMR) based on sodium-cooled fast reactor technology, targeting applications including grid power, AI data centers, industrial heat, and clean fuels production in North America and beyond.",low,False,ok
Archetype AI,Robotics & Autonomy,Palo Alto,CA,USA,,https://www.archetypeai.io/,https://www.linkedin.com/company/archetype-ai/,https://www.crunchbase.com/organization/archetype-ai,33,2023,,,,AI model for understanding the physical world,MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,3,,,"Archetype AI develops a Physical AI platform powered by their foundation model Newton, which fuses multi-sensor data to enable real-time monitoring, anomaly detection, and automated decision-making for industrial and enterprise applications such as manufacturing, construction, and smart cities.",Palo Alto,CA,"Archetype AI develops a Physical AI platform powered by their foundation model Newton, which fuses multi-sensor data to enable real-time monitoring, anomaly detection, and automated decision-making for industrial and enterprise applications such as manufacturing, construction, and smart cities.",low,False,ok
Arcimoto,Transportation & Mobility,Eugene,OR,USA,,https://www.arcimoto.com,https://www.linkedin.com/company/arcimoto/,https://www.crunchbase.com/organization/arcimoto,51,,,,,Makes ultra-efficient electric vehicles including three-wheeled fun utility vehicles.,ALL COMPANIES MERGED ,1,,,"Arcimoto designs and manufactures ultra-efficient, all-electric three-wheeled vehicles, including the FUV (Fun Utility Vehicle) and MUV (Modular Utility Vehicle), intended as right-sized alternatives for personal and utility transportation.",Eugene,OR,"Arcimoto designs and manufactures ultra-efficient, all-electric three-wheeled vehicles, including the FUV (Fun Utility Vehicle) and MUV (Modular Utility Vehicle), intended as right-sized alternatives for personal and utility transportation.",low,False,ok
Arche Robotics,Robotics & Autonomy,Boston,MA,USA,,http://archerobotics.com/,https://www.linkedin.com/company/arche-robotics/,https://www.crunchbase.com/organization/arche-robotics,16,2020,,,,"Design, manufacture, and commercialize “people-centric” robotics systems across a wide variety of sectors. Company worker works as a ROS developer.",MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,3,,,"Arche Robotics provides AI-powered robotic workforce solutions for B2B operations, offering a subscription-based platform with an application marketplace that deploys robotic workers across retail, healthcare, industrial, and transportation industries.",Boston,MA,"Arche Robotics provides AI-powered robotic workforce solutions for B2B operations, offering a subscription-based platform with an application marketplace that deploys robotic workers across retail, healthcare, industrial, and transportation industries.",medium,False,ok
ARCS,Medical Devices,Tokyo,Shibuya-ku,Japan,yes,https://www.arcs-inc.jp/en,https://www.linkedin.com/company/arcs-jp/,https://www.crunchbase.com/organization/arcs-0b77,15,2022,,,,ARCS specializes in developing assisted reproductive medical devices using robotics and artificial intelligence technology.,MASTER - Combined_Account Owner | Robotics,2,,Multi-category signal: Robotics & Autonomy,"ARCS Inc. develops AI and robotics-based automation tools designed to standardize and streamline operations in research laboratories, serving universities and companies.",Tokyo,Shibuya-ku,"ARCS Inc. develops AI and robotics-based automation tools designed to standardize and streamline operations in research laboratories, serving universities and companies.",high,False,ok
Arcsec,Aerospace & Space,Leuven,,Belgium,yes,https://www.arcsec.space/,https://www.linkedin.com/company/arcsec/,https://www.crunchbase.com/organization/arcsec-space,,2020,,,,"Aerospace | Aerospace, Manufacturing | High accuracy attitude determination and control for small satellites",SPACE & DEFENSE COMPANIES | Sheet1,2,,,"Arcsec develops high-accuracy attitude determination and control systems for small satellites, including star trackers and reaction wheels. The company is a spinoff of the University of Leuven, founded in 2020.",Leuven,,"Arcsec develops high-accuracy attitude determination and control systems for small satellites, including star trackers and reaction wheels. The company is a spinoff of the University of Leuven, founded in 2020.",medium,True,ok
Arcturus Therapeutics,Medical Devices,San Diego,CA,USA,,http://www.arcturusrx.com/,http://www.linkedin.com/company/arcturus-therapeutics,https://www.crunchbase.com/organization/arcturus-therapeutics,160,,,,,,ALL COMPANIES MERGED ,1,,,,San Diego,CA,,low,True,blocked_or_timeout
Arctic Horizons,Defense,Ottawa,ON,Canada,yes,https://www.arctichorizons.com/,https://www.linkedin.com/company/arctic-horizons-inc/,https://www.crunchbase.com/organization/arctic-horizons,,2020,,,,Unmanned Combat Aerial Vehicles (UCAVs),SPACE & DEFENSE COMPANIES | Sheet1,2,,,"Arctic Horizons Inc. develops military technology products including nano and medium unmanned aerial systems (UAS), counter-UAS systems, tactical loitering munitions, ground control systems, and a multi-domain hardware-agnostic operating system (Unify OS) designed for autonomous and precision warfare applications.",Ottawa,ON,"Arctic Horizons Inc. develops military technology products including nano and medium unmanned aerial systems (UAS), counter-UAS systems, tactical loitering munitions, ground control systems, and a multi-domain hardware-agnostic operating system (Unify OS) designed for autonomous and precision warfare applications.",low,False,ok
Arctos,Aerospace & Space,Beavercreek,OH,USA,,http://www.arctos-us.com/,https://www.linkedin.com/company/arctos-us/,https://www.crunchbase.com/organization/arctos,,1961,,,,"Aerospace | Aerospace, Space Travel | Specializing in propulsion, materials, sustainment, and engineering services.",SPACE & DEFENSE COMPANIES | Sheet1,2,fka : Advanced Core Concepts,,"ARCTOS is an aerospace and defense engineering firm that provides applied research and engineering, launch and flight risk analysis, advanced manufacturing, and technology transition services to federal government and commercial aerospace customers. The company has been acquired by DCS Corporation.",Beavercreek,OH,"ARCTOS is an aerospace and defense engineering firm that provides applied research and engineering, launch and flight risk analysis, advanced manufacturing, and technology transition services to federal government and commercial aerospace customers. The company has been acquired by DCS Corporation.",low,False,ok
Arctus Aerospace,Aerospace & Space,Bengaluru,India,India,yes,https://arctus.space/,https://www.linkedin.com/company/arctusaerospace,https://www.crunchbase.com/organization/arctus-aerospace,8,2024,,,,DEFENSE | Aerial Drones | High Altitude,DEFENSE COMPANIES,1,,Multi-category signal: Defense,"Arctus Aerospace builds high-altitude unmanned aerial platforms that fly at 45,000 feet for up to 24 hours, providing commercial earth observation and multispectral imagery services without ground infrastructure.",Bengaluru,India,"Arctus Aerospace builds high-altitude unmanned aerial platforms that fly at 45,000 feet for up to 24 hours, providing commercial earth observation and multispectral imagery services without ground infrastructure.",high,False,ok
Arcutis Biotherapeutics,,Westlake Village,CA,USA,,https://www.arcutis.com/,https://www.linkedin.com/company/arcutis-inc/,https://www.crunchbase.com/organization/arcutis-biotherapeutics,415,,,,,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,"Arcutis Biotherapeutics is a medical dermatology company that develops and commercializes topical therapies for immune-mediated skin diseases, including plaque psoriasis, atopic dermatitis, seborrheic dermatitis, and scalp psoriasis, with products such as ZORYVE (roflumilast) cream and foam.",Westlake Village,CA,"Arcutis Biotherapeutics is a medical dermatology company that develops and commercializes topical therapies for immune-mediated skin diseases, including plaque psoriasis, atopic dermatitis, seborrheic dermatitis, and scalp psoriasis, with products such as ZORYVE (roflumilast) cream and foam.",low,False,ok
Arcus Biosciences,,Hayward,CA,USA,,www.arcusbio.com,http://www.linkedin.com/company/arcus-biosciences,https://www.crunchbase.com/organization/arcus-biosciences,657,,,,,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,"Arcus Biosciences is a clinical-stage biopharmaceutical company focused on developing combination therapies and best-in-class small molecules and antibodies for the treatment of cancer. Their pipeline includes anti-TIGIT, anti-PD-1, adenosine axis inhibitors, and other targeted oncology agents.",Hayward,CA,"Arcus Biosciences is a clinical-stage biopharmaceutical company focused on developing combination therapies and best-in-class small molecules and antibodies for the treatment of cancer. Their pipeline includes anti-TIGIT, anti-PD-1, adenosine axis inhibitors, and other targeted oncology agents.",high,False,ok
Argo AI (alumni),Robotics & Autonomy,Pittsburgh,PA,USA,,https://www.argo.ai/,https://www.linkedin.com/company/argo-ai/,https://www.crunchbase.com/organization/argo-ai,223,2016,,ARGO AI,Defunct (2022),"Autonomous Vehicles (AV) | Wound down; founders now at Stack AV + elsewhere | Developed autonomous driving technology for passenger and commercial vehicles. | Ford and VW-backed company that offered autonomy products and services. Argo designs its Autonomy Platform and Solutions to support autonomous ridesharing and goods delivery. Hiring ROS engineers (Hardware, Radar Integration Engineer).",ALL COMPANIES MERGED  | MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,4,Closed in 2022,Multi-category signal: Transportation & Mobility; Electronics,,Pittsburgh,PA,,low,True,blocked_or_timeout
Argo Space,Aerospace & Space,Hermosa Beach,CA,USA,,https://www.argospace.com/,https://www.linkedin.com/company/argo-space/,https://www.crunchbase.com/organization/argo-space,24,2022,Argo Space Corp.,,,"Aerospace - Space Systems | Aerospace, Space Travel | Space Systems | Space | Launch & Propulsion | Space Tugs",ALL COMPANIES MERGED  | MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1 | Source - SoCal Hard Tech | Source -MARKET MAP COMPANIES | Space Targets,7,,,"Argo Space Corp designs, builds, and operates reusable in-space transportation and mobility vehicles propelled by water, providing orbital logistics services to move payloads from low Earth orbit to any destination orbit, including GEO and cislunar space.",Hermosa Beach,CA,"Argo Space Corp designs, builds, and operates reusable in-space transportation and mobility vehicles propelled by water, providing orbital logistics services to move payloads from low Earth orbit to any destination orbit, including GEO and cislunar space.",low,False,ok
